Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Outstanding_Balance,DPD,Risk_Segment,State,Sanction_Date
LN00326,CUST00326,Auto Loan,1518754,1126259,178,High,Delhi,2023-07-17
LN00327,CUST00327,Personal Loan,1181225,250453,117,High,Karnataka,2021-08-23
LN00328,CUST00328,Personal Loan,417473,146326,10,Medium,Tamil Nadu,2025-03-26
LN00329,CUST00329,Auto Loan,4373350,2107607,139,High,Delhi,2021-06-02
LN00330,CUST00330,Home Loan,1653091,765327,91,High,Karnataka,2024-11-08
LN00331,CUST00331,Auto Loan,2341907,756276,94,High,Delhi,2024-12-26
LN00332,CUST00332,Education Loan,3738778,1995582,86,High,Maharashtra,2022-10-13
LN00333,CUST00333,Education Loan,3131529,2491152,68,High,Karnataka,2024-01-29
LN00334,CUST00334,Education Loan,712087,522732,154,High,Maharashtra,2023-01-22
LN00335,CUST00335,Auto Loan,2744516,704777,20,Medium,Tamil Nadu,2023-09-15
LN00336,CUST00336,Auto Loan,2621073,2132413,154,High,Delhi,2020-12-07
LN00337,CUST00337,Education Loan,2998989,2175295,10,Medium,Tamil Nadu,2023-06-13
LN00338,CUST00338,Education Loan,2353137,475890,19,Medium,Delhi,2022-01-14
LN00339,CUST00339,Business Loan,1392065,204512,36,Medium,Telangana,2023-10-20
LN00340,CUST00340,Education Loan,341914,100371,17,Medium,Maharashtra,2024-05-13
LN00341,CUST00341,Auto Loan,3087939,1914600,145,High,Karnataka,2023-05-24
LN00342,CUST00342,Personal Loan,3824224,1938359,95,High,Delhi,2024-04-11
LN00343,CUST00343,Home Loan,4864404,1641510,135,High,Tamil Nadu,2022-03-26
LN00344,CUST00344,Auto Loan,2387819,1285728,29,Medium,Karnataka,2024-02-15
LN00345,CUST00345,Personal Loan,4236284,2595209,99,High,Telangana,2020-08-29
LN00346,CUST00346,Auto Loan,2233468,1699820,114,High,Maharashtra,2023-06-07
LN00347,CUST00347,Auto Loan,4170485,1256656,31,Medium,Maharashtra,2024-10-12
LN00348,CUST00348,Home Loan,3842008,1108373,113,High,Karnataka,2024-07-17
LN00349,CUST00349,Auto Loan,2964414,568815,140,High,Telangana,2021-08-17
LN00350,CUST00350,Auto Loan,1371249,502219,92,High,Telangana,2021-04-04
LN00351,CUST00351,Home Loan,1735945,464839,60,Medium,Delhi,2020-02-23
LN00352,CUST00352,Auto Loan,4697468,3564397,119,High,Telangana,2020-09-22
LN00353,CUST00353,Business Loan,773227,146263,79,High,Delhi,2024-01-08
LN00354,CUST00354,Education Loan,4459854,2168984,104,High,Telangana,2020-05-31
LN00355,CUST00355,Personal Loan,2709420,582012,115,High,Delhi,2023-10-24
LN00356,CUST00356,Business Loan,2939999,832273,141,High,Telangana,2021-01-07
LN00357,CUST00357,Personal Loan,3679065,2477069,14,Medium,Karnataka,2022-11-27
LN00358,CUST00358,Personal Loan,2601181,950739,41,Medium,Tamil Nadu,2025-03-29
LN00359,CUST00359,Personal Loan,2952651,2471680,72,High,Karnataka,2021-05-28
LN00360,CUST00360,Personal Loan,4670792,2769341,32,Medium,Tamil Nadu,2023-06-12
LN00361,CUST00361,Business Loan,833734,610359,164,High,Maharashtra,2023-04-27
LN00362,CUST00362,Business Loan,1343475,493380,168,High,Telangana,2024-01-15
LN00363,CUST00363,Business Loan,2882158,2652200,10,Medium,Karnataka,2020-06-15
LN00364,CUST00364,Home Loan,4888307,2708924,166,High,Maharashtra,2024-04-19
LN00365,CUST00365,Business Loan,3544583,2946992,163,High,Karnataka,2022-10-16
LN00366,CUST00366,Business Loan,2479941,1515068,123,High,Maharashtra,2024-07-06
LN00367,CUST00367,Education Loan,2545056,2156806,18,Medium,Karnataka,2020-11-19
LN00368,CUST00368,Education Loan,3536487,2384744,118,High,Maharashtra,2021-11-27
LN00369,CUST00369,Business Loan,1255180,781051,81,High,Tamil Nadu,2025-06-20
LN00370,CUST00370,Education Loan,1146945,912309,94,High,Telangana,2023-02-24
LN00371,CUST00371,Home Loan,2726938,1286615,119,High,Karnataka,2021-07-01
LN00372,CUST00372,Education Loan,2129694,508410,24,Medium,Karnataka,2021-08-17
LN00373,CUST00373,Education Loan,3557568,1397077,40,Medium,Tamil Nadu,2025-03-27
LN00374,CUST00374,Business Loan,2673242,1063545,40,Medium,Delhi,2022-11-20
LN00375,CUST00375,Education Loan,4233899,4110499,78,High,Delhi,2020-02-17
LN00376,CUST00376,Home Loan,3348754,2454862,117,High,Maharashtra,2021-03-16
LN00377,CUST00377,Business Loan,3010298,505116,12,Medium,Tamil Nadu,2022-10-10
LN00378,CUST00378,Business Loan,3997568,1598271,137,High,Karnataka,2024-10-01
LN00379,CUST00379,Home Loan,3664884,928251,67,High,Tamil Nadu,2024-04-13
LN00380,CUST00380,Education Loan,3119705,501730,102,High,Karnataka,2023-03-13
LN00381,CUST00381,Business Loan,1682887,928555,141,High,Tamil Nadu,2020-05-30
LN00382,CUST00382,Education Loan,4280001,2316923,140,High,Tamil Nadu,2024-08-17
LN00383,CUST00383,Business Loan,1046659,239578,24,Medium,Delhi,2022-02-03
LN00384,CUST00384,Auto Loan,4729432,3539871,36,Medium,Maharashtra,2023-05-18
LN00385,CUST00385,Business Loan,3417078,2439185,10,Medium,Karnataka,2020-03-20
LN00386,CUST00386,Personal Loan,2843747,2271400,132,High,Delhi,2020-11-01
LN00387,CUST00387,Business Loan,4374375,1023720,83,High,Telangana,2021-10-14
LN00388,CUST00388,Personal Loan,3346341,2920424,76,High,Telangana,2021-11-19
LN00389,CUST00389,Business Loan,4325791,2665374,125,High,Telangana,2021-09-05
LN00390,CUST00390,Education Loan,189560,115518,84,High,Karnataka,2022-05-03
LN00391,CUST00391,Business Loan,2630988,374864,152,High,Delhi,2021-06-27
LN00392,CUST00392,Business Loan,4895548,2398324,13,Medium,Telangana,2022-09-10
LN00393,CUST00393,Personal Loan,4447579,3083080,158,High,Delhi,2020-10-29
LN00394,CUST00394,Personal Loan,314832,89099,48,Medium,Karnataka,2022-06-22
LN00395,CUST00395,Auto Loan,3562983,991446,105,High,Maharashtra,2022-04-20
LN00396,CUST00396,Business Loan,4006113,3958962,15,Medium,Maharashtra,2022-11-28
LN00397,CUST00397,Personal Loan,4755059,3202218,169,High,Delhi,2022-12-12
LN00398,CUST00398,Education Loan,2681947,994573,117,High,Telangana,2021-12-02
LN00399,CUST00399,Business Loan,3021974,3000430,177,High,Tamil Nadu,2023-06-03
LN00400,CUST00400,Education Loan,1662828,683270,71,High,Telangana,2021-09-03
LN00401,CUST00401,Personal Loan,2546571,1466828,180,High,Maharashtra,2023-11-14
LN00402,CUST00402,Education Loan,2709530,2283394,89,High,Telangana,2025-03-27
LN00403,CUST00403,Auto Loan,2464152,757592,146,High,Telangana,2022-02-16
LN00404,CUST00404,Education Loan,2945199,908884,74,High,Karnataka,2021-08-12
LN00405,CUST00405,Home Loan,2955507,2151009,167,High,Tamil Nadu,2024-03-10
LN00406,CUST00406,Education Loan,1845051,608272,137,High,Tamil Nadu,2025-03-25
LN00407,CUST00407,Business Loan,2328526,520734,27,Medium,Telangana,2024-02-26
LN00408,CUST00408,Business Loan,2057243,714195,12,Medium,Telangana,2021-04-07
LN00409,CUST00409,Personal Loan,490327,101564,105,High,Tamil Nadu,2024-01-09
LN00410,CUST00410,Education Loan,893431,803624,35,Medium,Karnataka,2025-05-29
LN00411,CUST00411,Business Loan,1374905,990836,167,High,Delhi,2022-09-04
LN00412,CUST00412,Personal Loan,2459586,1593032,73,High,Karnataka,2025-02-02
LN00413,CUST00413,Home Loan,4866179,2434621,136,High,Karnataka,2025-02-13
LN00414,CUST00414,Personal Loan,3555473,1092858,9,Medium,Delhi,2024-06-01
LN00415,CUST00415,Education Loan,1612895,768345,9,Medium,Karnataka,2021-09-03
LN00416,CUST00416,Business Loan,950103,446327,72,High,Delhi,2023-08-06
LN00417,CUST00417,Business Loan,4448302,2516448,34,Medium,Telangana,2022-08-16
LN00418,CUST00418,Auto Loan,1667419,402978,84,High,Maharashtra,2024-02-06
LN00419,CUST00419,Education Loan,2208094,1727818,47,Medium,Karnataka,2024-02-17
LN00420,CUST00420,Auto Loan,2524842,1062661,44,Medium,Telangana,2024-10-19
LN00421,CUST00421,Education Loan,3637834,2525026,83,High,Karnataka,2022-03-31
LN00422,CUST00422,Home Loan,1600057,454889,122,High,Tamil Nadu,2025-03-31
LN00423,CUST00423,Personal Loan,107295,44910,98,High,Maharashtra,2022-07-03
LN00424,CUST00424,Auto Loan,2815097,1547961,149,High,Telangana,2020-01-24
LN00425,CUST00425,Auto Loan,3066141,1297738,15,Medium,Karnataka,2022-08-11
LN00426,CUST00426,Auto Loan,1389801,989200,175,High,Telangana,2025-03-05
LN00427,CUST00427,Auto Loan,1034954,773232,75,High,Tamil Nadu,2023-06-12
LN00428,CUST00428,Personal Loan,1888183,468932,122,High,Maharashtra,2022-07-20
LN00429,CUST00429,Business Loan,3184192,2062601,179,High,Telangana,2025-02-12
LN00430,CUST00430,Education Loan,4559025,3819712,170,High,Maharashtra,2024-04-09
LN00431,CUST00431,Personal Loan,736777,624710,114,High,Telangana,2023-12-12
LN00432,CUST00432,Auto Loan,705173,662090,28,Medium,Karnataka,2024-08-24
LN00433,CUST00433,Business Loan,4290332,1276939,146,High,Telangana,2020-11-02
LN00434,CUST00434,Personal Loan,2802450,2462715,113,High,Karnataka,2023-10-25
LN00435,CUST00435,Personal Loan,4941797,4594765,23,Medium,Telangana,2022-07-01
LN00436,CUST00436,Home Loan,3853665,938780,131,High,Delhi,2022-07-24
LN00437,CUST00437,Business Loan,534331,346403,118,High,Tamil Nadu,2024-01-21
LN00438,CUST00438,Home Loan,3371458,1404415,0,Low,Maharashtra,2023-03-30
LN00439,CUST00439,Home Loan,429918,265130,88,High,Karnataka,2023-01-13
LN00440,CUST00440,Home Loan,628974,557899,8,Medium,Tamil Nadu,2022-04-17
LN00441,CUST00441,Personal Loan,1186059,1000167,95,High,Delhi,2022-07-07
LN00442,CUST00442,Education Loan,3201143,656706,174,High,Telangana,2020-09-29
LN00443,CUST00443,Auto Loan,1045167,291659,137,High,Delhi,2022-12-19
LN00444,CUST00444,Personal Loan,1918060,199090,5,Medium,Tamil Nadu,2022-08-06
LN00445,CUST00445,Business Loan,3607843,2591875,97,High,Maharashtra,2021-05-21
LN00446,CUST00446,Education Loan,2953798,946005,70,High,Maharashtra,2025-04-03
LN00447,CUST00447,Home Loan,320258,251827,157,High,Karnataka,2021-05-07
LN00448,CUST00448,Personal Loan,614477,167244,152,High,Karnataka,2022-07-03
LN00449,CUST00449,Business Loan,458326,174143,11,Medium,Delhi,2022-06-17
LN00450,CUST00450,Personal Loan,4577833,1369076,14,Medium,Maharashtra,2022-10-28
LN00451,CUST00451,Auto Loan,2014289,1912255,147,High,Tamil Nadu,2023-03-28
LN00452,CUST00452,Business Loan,2739933,1267640,77,High,Maharashtra,2023-09-14
LN00453,CUST00453,Business Loan,1904240,1057722,76,High,Tamil Nadu,2020-05-04
LN00454,CUST00454,Business Loan,1519123,1464714,173,High,Delhi,2023-02-12
LN00455,CUST00455,Education Loan,443292,224901,164,High,Delhi,2024-05-28
LN00456,CUST00456,Business Loan,2723738,2018565,104,High,Maharashtra,2021-09-06
LN00457,CUST00457,Education Loan,1592488,1287365,121,High,Maharashtra,2024-10-05
LN00458,CUST00458,Personal Loan,2572759,862730,118,High,Karnataka,2023-02-25
LN00459,CUST00459,Education Loan,3543921,2691822,135,High,Maharashtra,2022-03-06
LN00460,CUST00460,Personal Loan,2189058,645333,84,High,Karnataka,2025-03-03
LN00461,CUST00461,Education Loan,3162823,704104,137,High,Maharashtra,2020-04-15
LN00462,CUST00462,Auto Loan,3213914,3146975,154,High,Telangana,2020-03-21
LN00463,CUST00463,Home Loan,1628428,1395094,171,High,Telangana,2021-03-20
LN00464,CUST00464,Education Loan,1802288,878504,77,High,Karnataka,2021-03-09
LN00465,CUST00465,Personal Loan,1034119,886570,122,High,Maharashtra,2023-11-25
LN00466,CUST00466,Business Loan,1765580,1008355,61,High,Telangana,2021-10-20
LN00467,CUST00467,Auto Loan,3243222,2279918,136,High,Tamil Nadu,2021-09-23
LN00468,CUST00468,Auto Loan,3066917,2457599,127,High,Delhi,2020-07-20
LN00469,CUST00469,Education Loan,2736311,1125609,94,High,Tamil Nadu,2022-04-27
LN00470,CUST00470,Home Loan,4768799,2333060,37,Medium,Karnataka,2021-06-18
LN00471,CUST00471,Business Loan,4949214,3997819,75,High,Maharashtra,2021-02-05
LN00472,CUST00472,Auto Loan,1979536,994534,145,High,Maharashtra,2022-10-19
LN00473,CUST00473,Business Loan,2881694,1367475,125,High,Delhi,2022-08-01
LN00474,CUST00474,Personal Loan,3004267,1010377,35,Medium,Telangana,2022-09-27
LN00475,CUST00475,Personal Loan,4597773,3151720,15,Medium,Telangana,2020-03-10
LN00476,CUST00476,Home Loan,456968,446429,1,Medium,Delhi,2020-10-08
LN00477,CUST00477,Personal Loan,620156,220381,2,Medium,Maharashtra,2022-11-01
LN00478,CUST00478,Education Loan,3180634,571609,158,High,Telangana,2025-02-12
LN00479,CUST00479,Education Loan,4142419,480224,1,Medium,Telangana,2023-02-03
LN00480,CUST00480,Education Loan,149413,19325,135,High,Tamil Nadu,2023-01-02
LN00481,CUST00481,Auto Loan,193802,151032,178,High,Delhi,2024-07-09
LN00482,CUST00482,Personal Loan,947718,195763,134,High,Maharashtra,2021-05-08
LN00483,CUST00483,Personal Loan,4466232,1505341,90,High,Tamil Nadu,2024-06-16
LN00484,CUST00484,Education Loan,712861,462458,103,High,Delhi,2023-03-03
LN00485,CUST00485,Personal Loan,1944627,823554,175,High,Karnataka,2023-08-31
LN00486,CUST00486,Home Loan,834339,508398,97,High,Delhi,2023-02-05
LN00487,CUST00487,Education Loan,520726,385911,2,Medium,Maharashtra,2020-06-18
LN00488,CUST00488,Education Loan,3689897,3073926,84,High,Telangana,2024-10-23
LN00489,CUST00489,Home Loan,4480520,4303255,10,Medium,Maharashtra,2021-03-08
LN00490,CUST00490,Business Loan,4038785,1540933,11,Medium,Karnataka,2023-11-02
LN00491,CUST00491,Auto Loan,4605271,2824058,168,High,Karnataka,2021-01-02
LN00492,CUST00492,Auto Loan,181349,72439,150,High,Maharashtra,2024-03-20
LN00493,CUST00493,Education Loan,695398,383353,41,Medium,Telangana,2021-05-07
LN00494,CUST00494,Business Loan,3314482,3171138,138,High,Tamil Nadu,2022-02-25
LN00495,CUST00495,Personal Loan,707899,595908,88,High,Karnataka,2020-07-19
LN00496,CUST00496,Education Loan,1997365,1958564,19,Medium,Tamil Nadu,2023-05-24
LN00497,CUST00497,Business Loan,3377786,1706700,7,Medium,Tamil Nadu,2024-05-23
LN00498,CUST00498,Education Loan,4165480,1373429,91,High,Telangana,2025-04-11
LN00499,CUST00499,Education Loan,3672603,1146300,174,High,Telangana,2023-09-15
LN00500,CUST00500,Education Loan,768854,725550,75,High,Maharashtra,2023-12-31
LN00501,CUST00501,Home Loan,738184,354807,39,Medium,Delhi,2023-12-28
LN00502,CUST00502,Personal Loan,3318386,1660082,92,High,Karnataka,2020-07-06
LN00503,CUST00503,Home Loan,2635934,2128950,92,High,Tamil Nadu,2020-07-28
LN00504,CUST00504,Personal Loan,782302,274724,110,High,Delhi,2023-02-14
LN00505,CUST00505,Business Loan,4348665,2146327,26,Medium,Karnataka,2020-07-02
LN00506,CUST00506,Auto Loan,4699132,1250592,152,High,Telangana,2024-05-25
LN00507,CUST00507,Auto Loan,3281609,379920,74,High,Delhi,2022-03-05
LN00508,CUST00508,Home Loan,4743732,2510644,146,High,Telangana,2020-12-13
LN00509,CUST00509,Education Loan,1471883,438356,68,High,Tamil Nadu,2021-07-03
LN00510,CUST00510,Education Loan,1274190,260099,42,Medium,Delhi,2021-07-19
LN00511,CUST00511,Education Loan,2564504,2287463,19,Medium,Tamil Nadu,2021-05-30
LN00512,CUST00512,Personal Loan,4209092,2911513,157,High,Maharashtra,2022-07-26
LN00513,CUST00513,Home Loan,1186568,757570,1,Medium,Delhi,2021-11-11
LN00514,CUST00514,Business Loan,3236747,1705872,112,High,Tamil Nadu,2022-05-31
LN00515,CUST00515,Business Loan,1191894,749247,82,High,Telangana,2025-04-24
LN00516,CUST00516,Personal Loan,4068224,1724602,45,Medium,Delhi,2025-06-06
LN00517,CUST00517,Auto Loan,2494844,2308917,147,High,Maharashtra,2021-10-29
LN00518,CUST00518,Education Loan,2401328,1888221,93,High,Karnataka,2025-03-23
LN00519,CUST00519,Business Loan,1726044,1414594,139,High,Maharashtra,2023-10-28
LN00520,CUST00520,Business Loan,275788,218212,118,High,Maharashtra,2022-06-16
LN00521,CUST00521,Auto Loan,630144,492030,172,High,Delhi,2020-10-12
LN00522,CUST00522,Auto Loan,2080220,737933,168,High,Maharashtra,2024-01-04
LN00523,CUST00523,Education Loan,3212428,631474,114,High,Telangana,2022-09-08
LN00524,CUST00524,Business Loan,3412196,2582518,129,High,Delhi,2023-01-18
LN00525,CUST00525,Home Loan,3065951,2558541,152,High,Karnataka,2020-08-11
LN00526,CUST00526,Personal Loan,3028029,1000476,165,High,Telangana,2020-03-31
LN00527,CUST00527,Business Loan,3402236,1731040,110,High,Karnataka,2020-01-22
LN00528,CUST00528,Home Loan,2220454,687615,130,High,Telangana,2023-02-16
LN00529,CUST00529,Business Loan,4875424,2341690,114,High,Tamil Nadu,2022-03-12
LN00530,CUST00530,Education Loan,4987450,4696956,38,Medium,Tamil Nadu,2020-02-20
LN00531,CUST00531,Education Loan,927023,402485,106,High,Karnataka,2020-08-25
LN00532,CUST00532,Personal Loan,2971992,1605361,87,High,Delhi,2024-05-25
LN00533,CUST00533,Personal Loan,4421428,2467680,89,High,Delhi,2020-07-18
LN00534,CUST00534,Education Loan,3845402,1722143,17,Medium,Tamil Nadu,2020-04-01
LN00535,CUST00535,Home Loan,239457,113880,165,High,Karnataka,2023-10-18
LN00536,CUST00536,Personal Loan,2096090,1291726,44,Medium,Telangana,2020-11-23
LN00537,CUST00537,Auto Loan,4746353,4051280,118,High,Maharashtra,2024-06-21
LN00538,CUST00538,Education Loan,1597293,550610,163,High,Delhi,2022-03-21
LN00539,CUST00539,Home Loan,1705277,1113354,151,High,Delhi,2022-03-07
LN00540,CUST00540,Home Loan,1851840,616745,71,High,Karnataka,2023-03-28
LN00541,CUST00541,Home Loan,4553751,1239541,93,High,Tamil Nadu,2021-02-07
LN00542,CUST00542,Education Loan,1005923,375689,171,High,Delhi,2022-12-16
LN00543,CUST00543,Auto Loan,3310142,2895027,100,High,Telangana,2020-08-21
LN00544,CUST00544,Auto Loan,3002663,2220672,158,High,Maharashtra,2024-07-24
LN00545,CUST00545,Auto Loan,760951,216549,80,High,Karnataka,2021-05-03
LN00546,CUST00546,Auto Loan,1031038,295039,95,High,Maharashtra,2022-11-12
LN00547,CUST00547,Education Loan,3558443,2857435,35,Medium,Telangana,2022-02-24
LN00548,CUST00548,Education Loan,1608214,1181442,162,High,Telangana,2023-11-21
LN00549,CUST00549,Personal Loan,4704944,1870263,125,High,Tamil Nadu,2020-10-14
LN00550,CUST00550,Personal Loan,2688888,2160523,158,High,Karnataka,2024-11-07
LN00551,CUST00551,Auto Loan,130391,76557,34,Medium,Maharashtra,2024-07-27
LN00552,CUST00552,Education Loan,4760891,4716010,167,High,Delhi,2022-04-17
LN00553,CUST00553,Education Loan,3536560,3332208,113,High,Delhi,2020-12-08
LN00554,CUST00554,Home Loan,4792900,738168,56,Medium,Tamil Nadu,2020-03-07
LN00555,CUST00555,Auto Loan,1936123,1321058,73,High,Maharashtra,2024-05-17
LN00556,CUST00556,Education Loan,4795019,4634490,140,High,Telangana,2020-08-19
LN00557,CUST00557,Business Loan,1008034,381704,139,High,Tamil Nadu,2023-01-15
LN00558,CUST00558,Home Loan,3752451,2666816,55,Medium,Delhi,2020-07-28
LN00559,CUST00559,Personal Loan,2547363,389920,115,High,Tamil Nadu,2021-12-14
LN00560,CUST00560,Home Loan,3733185,865670,60,Medium,Maharashtra,2024-07-18
LN00561,CUST00561,Business Loan,2991304,2858753,161,High,Delhi,2020-12-05
LN00562,CUST00562,Business Loan,1217987,555110,52,Medium,Karnataka,2023-03-13
LN00563,CUST00563,Auto Loan,4515094,1630465,152,High,Telangana,2020-12-10
LN00564,CUST00564,Auto Loan,2504797,1464030,146,High,Tamil Nadu,2025-05-04
LN00565,CUST00565,Business Loan,848806,227055,105,High,Karnataka,2021-07-21
LN00566,CUST00566,Personal Loan,1163091,378114,37,Medium,Tamil Nadu,2024-08-23
LN00567,CUST00567,Personal Loan,3344212,2387359,36,Medium,Telangana,2023-07-19
LN00568,CUST00568,Auto Loan,3524771,1926063,115,High,Karnataka,2023-07-21
LN00569,CUST00569,Home Loan,3429357,2505574,71,High,Tamil Nadu,2022-07-20
LN00570,CUST00570,Education Loan,2795501,2720448,0,Low,Karnataka,2024-02-05
LN00571,CUST00571,Education Loan,3054990,571127,136,High,Delhi,2021-03-22
LN00572,CUST00572,Education Loan,1827138,1220205,68,High,Tamil Nadu,2024-08-23
LN00573,CUST00573,Auto Loan,2883295,2583915,147,High,Maharashtra,2023-03-05
LN00574,CUST00574,Education Loan,2933496,496392,11,Medium,Karnataka,2023-07-06
LN00575,CUST00575,Education Loan,186577,51225,40,Medium,Delhi,2022-07-23
LN00576,CUST00576,Home Loan,3638640,1212448,176,High,Maharashtra,2024-12-11
LN00577,CUST00577,Auto Loan,1383599,713019,23,Medium,Tamil Nadu,2021-05-27
LN00578,CUST00578,Home Loan,3169251,3104076,166,High,Maharashtra,2020-04-16
LN00579,CUST00579,Education Loan,2612797,1243349,109,High,Karnataka,2023-12-12
LN00580,CUST00580,Home Loan,59112,19897,122,High,Karnataka,2020-09-28
LN00581,CUST00581,Business Loan,1947426,1284095,174,High,Delhi,2020-01-20
LN00582,CUST00582,Home Loan,2932108,799016,108,High,Maharashtra,2022-09-05
LN00583,CUST00583,Home Loan,1970545,1000409,22,Medium,Karnataka,2020-07-30
LN00584,CUST00584,Auto Loan,3133330,1568500,35,Medium,Delhi,2024-05-03
LN00585,CUST00585,Personal Loan,1248338,268302,135,High,Telangana,2020-01-18
LN00586,CUST00586,Business Loan,1426709,1065625,89,High,Maharashtra,2023-07-10
LN00587,CUST00587,Personal Loan,3503672,2934377,175,High,Delhi,2024-10-27
LN00588,CUST00588,Personal Loan,777191,183064,35,Medium,Karnataka,2023-04-22
LN00589,CUST00589,Education Loan,2998894,2100875,80,High,Maharashtra,2021-05-22
LN00590,CUST00590,Auto Loan,756729,335893,141,High,Telangana,2023-05-13
LN00591,CUST00591,Business Loan,2440088,356517,168,High,Tamil Nadu,2021-02-24
LN00592,CUST00592,Business Loan,4324185,1223658,100,High,Tamil Nadu,2023-08-16
LN00593,CUST00593,Home Loan,2057738,1243627,98,High,Karnataka,2021-05-08
